level,id,subtype,n,spearman,pearson,p_value,q_value,inference_note
per_gene,HFE,NA,17,0.0588,0.1762,0.8226,0.8627,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGD,NA,30,0.6466,0.675,1.132e-4,7.469e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGF,NA,30,0.2416,0.7017,0.1983,0.2823,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGFAC,NA,30,0.1079,0.1107,0.5702,0.6486,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGH1,NA,30,-0.0541,0.0092,0.7766,0.8278,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGS,NA,30,0.0082,0.1864,0.9656,0.9742,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HGSNAT,NA,13,0.7143,0.6846,0.006088,0.01718,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HHIP,NA,17,0.053900000000000003,0.792,0.8372,0.8746,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIBADH,NA,30,0.6174,0.6067,2.788e-4,0.001514,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIBCH,NA,30,0.1991,0.3315,0.2915,0.3841,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HID1,NA,30,0.8109,0.7834,5.526e-8,2.166e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIF1AN,NA,30,-0.0905,-0.0838,0.6342,0.7055,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIKESHI,NA,19,0.3825,0.4409,0.1061,0.1694,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HINT1,NA,30,0.2903,0.3699,0.1196,0.1869,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HINT2,NA,30,0.7308,0.6349,4.519e-6,6.217e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HINT3,NA,30,0.3846,0.3479,0.03583,0.07118,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIP1,NA,30,0.7393,0.7891,3.064e-6,4.6e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIP1R,NA,30,0.79,0.8451,2.088e-7,6.168e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIRA,NA,30,0.4567,0.4875,0.01118,0.02817,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIRIP3,NA,30,0.4905,0.5472,0.00592,0.01679,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1A,NA,30,0.3009,0.3494,0.1061,0.1694,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1B,NA,30,0.1959,0.2396,0.2995,0.3925,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1C,NA,30,0.3424,0.35,0.06402,0.1133,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1D,NA,30,0.3351,0.2023,0.07029,0.1218,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1E,NA,30,0.0372,-0.0692,0.8455,0.8819,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H1T,NA,13,-0.3315,-0.3156,0.2685,0.3604,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H2BD,NA,30,0.1021,0.093,0.5913,0.6671,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H2BM,NA,30,0.4379,0.398,0.01552,0.0362,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H3A,NA,30,0.1159,0.1425,0.5419,0.6233,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST1H4A,NA,30,0.1828,0.1792,0.3336,0.428,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST2H2AB,NA,30,0.2801,0.4364,0.1339,0.205,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST2H2AC,NA,30,0.5097,0.5354,0.004015,0.0122,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST2H2BF,NA,30,0.0011,0.0789,0.9953,0.9966,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST2H3A,NA,30,0.4331,0.2605,0.0168,0.03848,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIST3H2BB,NA,30,0.4558,0.4275,0.01136,0.02846,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HIVEP1,NA,30,0.0229,0.1459,0.9043,0.9278,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HJURP,NA,30,0.3824,0.46,0.03701,0.07307,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HK1,NA,30,0.8207,0.8439,2.801e-8,1.406e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HK2,NA,30,0.5644,0.5946,0.001159,0.004596,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HKDC1,NA,30,0.3317,0.3272,0.07334,0.1258,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-A,NA,30,0.1279,0.1596,0.5005,0.5867,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-B,NA,30,0.5083,0.4952,0.004128,0.0125,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-C,NA,30,0.6107,0.5988,3.383e-4,0.001766,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-DMB,NA,24,0.6783,0.8681,2.699e-4,0.001478,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-DRA,NA,30,0.5581,0.6632,0.001352,0.005201,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-DRB1,NA,17,0.26,0.1793,0.3136,0.4074,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-E,NA,30,0.5386,0.5952,0.002137,0.00743,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-F,NA,17,0.7819,0.7669,2.092e-4,0.001208,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLA-G,NA,30,0.4438,0.6761,0.01401,0.03344,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLCS,NA,23,0.3794,0.4449,0.07414,0.1271,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HLTF,NA,30,0.0251,0.1755,0.8951,0.9207,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HM13,NA,30,0.5724,0.5449,9.485e-4,0.003923,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMBS,NA,30,0.5577,0.6241,0.001364,0.005222,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMCES,NA,30,0.6263,0.572,2.139e-4,0.001224,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMCN1,NA,23,-0.3014,-0.009,0.1623,0.2399,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMG20A,NA,30,-0.2561,-0.2256,0.172,0.2516,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMG20B,NA,30,0.4986,0.547,0.005046,0.01471,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGA1,NA,30,0.8857,0.8776,7.853e-11,2.103e-8,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGA2,NA,30,0.7887,0.721,2.262e-7,6.512e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGB1,NA,30,0.2948,0.3357,0.1138,0.1794,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGB2,NA,30,0.3397,0.4843,0.06626,0.1163,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGB3,NA,30,0.531,0.4931,0.002533,0.008494,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGCL,NA,30,0.539,0.7054,0.002115,0.007381,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGCR,NA,30,0.212,0.3491,0.2607,0.3517,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGCS1,NA,30,0.4905,0.6893,0.00592,0.01679,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGCS2,NA,14,0.6353,0.7846,0.01464,0.03459,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGN1,NA,30,0.1364,0.3983,0.4724,0.5624,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGN2,NA,30,0.6245,0.611,2.257e-4,0.001279,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGN3,NA,30,0.5862,0.664,6.638e-4,0.002972,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGN4,NA,30,0.2645,0.2961,0.1578,0.2348,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGN5,NA,30,0.2111,0.259,0.2627,0.354,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMGXB4,NA,30,-0.1804,-0.152,0.34,0.4331,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMMR,NA,30,0.0087,0.2078,0.9637,0.9728,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMOX1,NA,30,0.7531,0.7743,1.573e-6,2.795e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HMOX2,NA,30,0.5626,0.5921,0.001211,0.00476,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNF1B,NA,30,0.1195,0.0929,0.5295,0.6122,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNMT,NA,30,0.6903,0.7569,2.427e-5,2.228e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPA0,NA,30,0.6267,0.6459,2.111e-4,0.001213,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPA1,NA,30,0.0612,0.1631,0.7481,0.8039,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPA2B1,NA,30,0.1582,0.1059,0.4038,0.4965,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPA3,NA,30,0.3206,0.2947,0.08413,0.1408,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPAB,NA,30,0.6587,0.6071,7.563e-5,5.42e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPC,NA,30,0.4754,0.4742,0.007928,0.02136,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPD,NA,30,0.4065,0.3419,0.02582,0.05453,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPDL,NA,30,0.2703,0.2651,0.1486,0.2231,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPF,NA,30,0.5653,0.6694,0.001133,0.004532,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPH1,NA,30,0.1871,0.1257,0.3222,0.4161,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPH2,NA,30,0.0051,-0.0511,0.9786,0.9842,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPH3,NA,30,0.2258,0.2798,0.2302,0.3179,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPK,NA,30,0.4621,0.3594,0.01015,0.02602,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPL,NA,30,0.0523,0.186,0.7838,0.8333,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPLL,NA,30,0.5622,0.7197,0.001224,0.004796,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPM,NA,30,0.3477,0.3641,0.05972,0.1075,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPR,NA,30,0.2263,0.2259,0.2293,0.3169,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPU,NA,30,-0.1871,-0.1423,0.3222,0.4161,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPUL1,NA,30,0.5479,0.7127,0.001722,0.006244,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,HNRNPUL2,NA,30,0.3962,0.3179,0.03019,0.06208,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
